,0,1,2,3,4,5,6,7,8,task
0,1.368307903528228,15.566270915867184,7.3633586573424,9.13054501078134,9.381931662919317,-0.6646101737593724,14.342445504916492,15.566288902279215,15.359813533726102,0
1,1.4188698603251007,14.956787999863987,7.213865236442495,8.882318050082525,9.094953849120433,0.959956604083814,13.576672858486594,14.504010313530028,14.343840852830679,0
2,-0.08904183287848155,1.5293758354642446,4.467927824989665,4.333461570462655,4.987635653783892,-0.08819520937847238,4.973099350138047,4.524676507135303,3.7538134068239772,0
3,-0.5765516118007951,0.5085348653359751,5.179220553210193,5.776823687906994,3.562156075922334,-0.6669594707414263,3.123033792263548,3.119847007508512,2.817341260549339,0
4,1.8309627080888229,7.123011600542517,3.70143082697014,3.5033602033947964,4.86770065933186,1.0587198676108842,5.743596746367572,5.144170467780709,4.519547166011876,0
5,1.512113385628054,5.089412120490946,3.324341404327664,2.808156004889078,4.859582613459872,-0.3430873450269239,4.809984028062267,4.290431226174864,3.632066808336208,0
6,-0.012273459477384598,0.944558011881129,3.4240344216119585,3.01478223071824,2.655985575534141,1.0491500896806396,2.3628141406398595,2.1711959658366755,1.8836867372823096,0
7,1.4879706363966851,3.794320497574879,1.9192091724723441,0.9875815642722221,4.404226979643174,-0.6749467290457959,3.924143433794141,2.9008273841814125,1.8188862130316712,0
8,1.1587167994328103,3.8757409631140463,2.6825950080932937,1.8678640079251547,4.922672231391289,-0.6660125611878154,4.423751328625184,3.274226096110561,2.473401340621326,0
9,0.9037061031679221,2.27005170688353,2.607525343940087,1.882196399370189,4.004373839437692,-0.245074879663673,2.8062714509908937,2.163177735900594,1.7164291690442242,0
10,-0.08053376848995486,1.3229197928780203,3.361385773045625,2.6808116654512166,4.160734440839587,-0.47916194763546044,2.829422757121046,2.6691593040569477,2.4510325600094305,0
11,-1.161307882683564,-0.2516412464200996,2.0548753251790806,1.5421793293351702,3.891977389584935,-0.6094566931156725,2.1286609258925404,1.516679979406507,1.0437714781326044,0
12,-1.3805750773862528,-0.431751937045125,2.3240154235144277,2.0881599534512985,1.3012057467093792,-0.6175991174372045,1.2108743107542113,1.1367108633928151,0.9968030604512165,0
